,date,open,high,close,low,volume,time,bb_bbm,bb_bbh,bb_bbl
148,8/6/2018,7030,7163,6938,6840,8956.049417,1533513600,6436.869,6853.832158,6019.905842
149,8/5/2018,7005,7086.52,7030.01,6880,6243.599909,1533427200,6451.4935,6926.138436,5976.848564
150,8/4/2018,7414.08,7495,7005,6940,9933.75031,1533340800,6467.1995,6990.758295,5943.640705
151,8/3/2018,7533.92,7538.53,7414.08,7285,11084.8522,1533254400,6511.5855,7178.556179,5844.614821
152,8/2/2018,7603.99,7707.54,7533.92,7462,6917.398384,1533168000,6570.282,7367.468363,5773.095637
153,8/1/2018,7727.28,7750,7603.99,7437,11853.49011,1533081600,6626.687,7540.310816,5713.063184
0,8/1/2018,7727.28,7750,7603.99,7437,11853.49011,1533081600,6693.9495,7684.181156,5703.717844
1,7/31/2018,8170,8173.57,7727.27,7629.48,12604.37481,1532995200,6755.8365,7837.701332,5673.971668
2,7/30/2018,8216.33,8274.92,8170.01,7850,10568.96492,1532908800,6844.505,8074.609067,5614.400933
3,7/29/2018,8227.38,8289.96,8216.34,8127.87,4239.760304,1532822400,6926.0475,8286.020955,5566.074045
4,7/28/2018,8182.64,8230,8228.9,8065,4141.050365,1532736000,7021.6975,8463.210955,5580.184045
5,7/27/2018,7932,8276.55,8184.21,7787.29,11991.35206,1532649600,7117.4575,8600.110696,5634.804304
6,7/26/2018,8157.15,8290,7931.99,7840,11869.52085,1532563200,7204.3065,8663.964085,5744.648915
7,7/25/2018,8390.04,8482.84,8157.15,8042,14713.91078,1532476800,7299.4805,8746.963867,5851.997133
8,7/24/2018,7720.08,8488,8385.5,7695.99,19636.00923,1532390400,7402.955,8850.306041,5955.603959
9,7/23/2018,7400,7809,7720.09,7378.26,12449.92346,1532304000,7477.1815,8826.381058,6127.981942
10,7/22/2018,7408,7569.69,7397.8,7327.75,5599.219125,1532217600,7539.771,8744.56411,6334.97789
11,7/21/2018,7334.46,7444.77,7408,7204.32,5079.339249,1532131200,7582.8485,8700.989435,6464.707565
12,7/20/2018,7470.01,7687,7334.46,7259.76,10406.319,1532044800,7635.4465,8591.130066,6679.762934
13,7/19/2018,7378.99,7581,7470.01,7281.42,9985.497944,1531958400,7673.036,8536.107348,6809.964652
14,7/18/2018,7315,7584.85,7378.99,7229.89,15774.39906,1531872000,7695.0855,8502.664881,6887.506119
15,7/17/2018,6728.8,7472.5,7315.01,6663.51,15644.40972,1531785600,7709.3355,8478.619972,6940.051028
16,7/16/2018,6348.73,6750,6728.81,6330.3,9147.406016,1531699200,7695.526,8522.631883,6868.420117
17,7/15/2018,6248.65,6385.35,6348.73,6233.26,3882.969453,1531612800,7642.2585,8652.052518,6632.464482
18,7/14/2018,6216.29,6323.68,6248.65,6187,3044.818106,1531526400,7577.995,8756.657909,6399.332091
19,7/13/2018,6246.68,6335.09,6216.29,6121.53,5975.710385,1531440000,7508.61,8827.966697,6189.253303
20,7/12/2018,6390.04,6390.04,6249.75,6075.01,9411.457948,1531353600,7440.898,8868.304272,6013.491728
21,7/11/2018,6303.69,6400,6390.04,6281.01,5038.303478,1531267200,7374.0365,8865.366627,5882.706373
22,7/10/2018,6664.01,6679.47,6303.7,6279,8177.866826,1531180800,7280.721,8794.538591,5766.903409
23,7/9/2018,6701.97,6815.82,6664.01,6625,5254.129649,1531094400,7203.1045,8675.699598,5730.509402
24,7/8/2018,6753.29,6778.31,6701.97,6671,3321.525298,1531008000,7126.758,8535.657232,5717.858768
25,7/7/2018,6599.99,6843.26,6753.28,6512,4496.265916,1530921600,7055.2115,8385.165506,5725.257494
26,7/6/2018,6532.96,6639,6600,6452.2,5215.293068,1530835200,6988.612,8268.741321,5708.482679
27,7/5/2018,6587.46,6700,6532.95,6449.5,6985.123101,1530748800,6907.402,8082.468033,5732.335967
28,7/4/2018,6502.62,6796.62,6587.47,6411.51,6847.855498,1530662400,6817.5005,7782.885201,5852.115799
29,7/3/2018,6611.79,6673.99,6502.62,6465,6501.265779,1530576000,6756.627,7636.423382,5876.830618
30,7/2/2018,6349.5,6669.99,6611.79,6270.01,8287.965296,1530489600,6717.3265,7547.891696,5886.761304
31,7/1/2018,6383.19,6424.14,6349.5,6256.76,4069.056991,1530403200,6664.4015,7445.61057,5883.19243
32,6/30/2018,6202.36,6520.15,6383.19,6185,6783.384503,1530316800,6616.838,7342.963863,5890.712137
33,6/29/2018,5850.25,6300,6202.36,5790.01,11065.12249,1530230400,6553.4555,7185.885191,5921.025809
34,6/28/2018,6132.16,6161.47,5851.66,5816.6,7769.811647,1530144000,6477.089,7059.190269,5894.987731
35,6/27/2018,6074.01,6175.43,6132.17,5983.56,7061.436244,1530057600,6417.947,6874.260801,5961.633199
36,6/26/2018,6246.01,6271,6074,6006.39,6680.681749,1529971200,6385.2065,6841.569591,5928.843409
37,6/25/2018,6150,6340.01,6246.01,6070.13,9237.288448,1529884800,6380.0705,6840.256096,5919.884904
38,6/24/2018,6178.29,6255.8,6149.99,5777,13211.31954,1529798400,6375.1375,6842.905159,5907.369841
39,6/23/2018,6059.82,6250,6178.29,6040.01,6070.207871,1529712000,6373.2375,6843.870504,5902.604496
40,6/22/2018,6719.01,6725,6059.82,5921.21,18193.25099,1529625600,6363.741,6851.317623,5876.164377
41,6/21/2018,6759.54,6787,6719.01,6682.3,4385.002797,1529539200,6380.1895,6891.808143,5868.570857
42,6/20/2018,6736.41,6817,6759.18,6557.66,6683.293571,1529452800,6402.9635,6938.907197,5867.019803
43,6/19/2018,6709.19,6829.06,6736.41,6670.01,6155.181874,1529366400,6406.5835,6950.45066,5862.71634
44,6/18/2018,6447.15,6807.64,6709.02,6385,8046.055935,1529280000,6406.936,6951.577094,5862.294906
45,6/17/2018,6484.3,6570.01,6447.16,6428.14,3275.097925,1529193600,6391.63,6913.194557,5870.065443
46,6/16/2018,6391.21,6549.99,6484.29,6330,4521.329563,1529107200,6385.8445,6900.557297,5871.131703
47,6/15/2018,6638.49,6660,6391.22,6370,7028.638928,1529020800,6378.758,6889.058071,5868.457929
48,6/14/2018,6302.32,6750,6638.49,6269,14548.25526,1528934400,6381.309,6896.24602,5866.37198
49,6/13/2018,6549.47,6618.95,6302.31,6135,17373.41487,1528848000,6371.2935,6884.190947,5858.396053
50,6/12/2018,6881,6885.84,6545,6450,10820.92304,1528761600,6367.954,6875.385038,5860.522962
51,6/11/2018,6770.31,6913.83,6881,6666.66,11620.53954,1528675200,6394.529,6948.818153,5840.239847
